timestamp	source_workload	destination_workload	request_protocol	response_code	grpc_response_status	response_flags	reporter	node	total_request	istio_request_bytes_sum	istio_request_duration_milliseconds_sum	class
2025-02-06 09:08:02	checkoutservice	cartservice	grpc	200	0	-0	destination	node1	64354	9332160	330577.3	1
2025-02-06 09:08:02	frontend	cartservice	grpc	0		DR	destination	node1	13	1755	53.75	0
2025-02-06 09:08:02	frontend	shippingservice	grpc	200	0	-0	destination	node2	192422	27484755.5	268985.7	1
2025-02-06 09:08:02	frontend	cartservice	grpc	200	0	-0	destination	node1	803101	116858475	4390796.3	1
2025-02-06 09:08:02	frontend	currencyservice	grpc	200	14	UC	destination	node2	27	2965	138069	0
2025-02-06 09:08:02	frontend	currencyservice	grpc	200	2	UC	destination	node2	30	5270	236795	0
2025-02-06 09:08:02	checkoutservice	paymentservice	grpc	200	14	UF	destination	node5	7	775	4.2	0
2025-02-06 09:08:02	frontend	recommendationservice	grpc	200	0	-0	destination	node1	641313	113058880	7145269.15	1
2025-02-06 09:08:02	checkoutservice	productcatalogservice	grpc	200	0	-0	destination	node5	78800	9938750	87597.55	1
2025-02-06 09:08:03	frontend	adservice	grpc	0		DR	destination	node4	315	42495	545.8	0
2025-02-06 09:08:03	frontend	shippingservice	grpc	200	0	-0	destination	node2	192422	27484755.5	268985.7	1
2025-02-06 09:08:03	frontend	currencyservice	grpc	200	0	-0	destination	node2	2612642	340379625	10668073.35	1
2025-02-06 09:08:03	loadgenerator	frontend	http	302		-0	destination	node3	160884	184997050	2589589.5	0
2025-02-06 09:08:03	checkoutservice	paymentservice	grpc	200	14	UF	destination	node5	7	775	4.2	0
2025-02-06 09:08:03	checkoutservice	productcatalogservice	grpc	200	0	-0	destination	node5	78800	9938750	87597.55	1
2025-02-06 09:08:03	checkoutservice	shippingservice	grpc	200	0	-0	destination	node2	64293	13698695	79413.9	1
2025-02-06 09:08:03	loadgenerator	frontend	http	500		-0	destination	node3	813	955050	728003.45	0
2025-02-06 09:08:03	frontend	currencyservice	grpc	0		DR	destination	node2	8	1660	49.55	0
2025-02-06 09:08:03	loadgenerator	frontend	http	200		-0	destination	node3	738445	802169850	83835138.5	1
2025-02-06 09:08:03	checkoutservice	cartservice	grpc	200	0	-0	destination	node1	64354	9332160	330577.3	1
2025-02-06 09:08:03	frontend	productcatalogservice	grpc	0		DR	destination	node5	22	2740	73.65	0
2025-02-06 09:08:03	frontend	currencyservice	grpc	200	14	UC	destination	node2	27	2965	138069	0
2025-02-06 09:08:03	checkoutservice	currencyservice	grpc	200	14	UF	destination	node2	14	1330	3.15	0
2025-02-06 09:08:03	frontend	shippingservice	grpc	0		DR	destination	node2	1	135	0	0
2025-02-06 09:08:03	frontend	currencyservice	grpc	200	2	UC	destination	node2	30	5270	236795	0
2025-02-06 09:08:03	frontend	recommendationservice	grpc	0		DR	destination	node1	11	1815	16.65	0
2025-02-06 09:08:03	recommendationservice	productcatalogservice	grpc	200	0	-0	destination	node5	641472	77977972	785266	1
2025-02-06 09:08:03	checkoutservice	emailservice	grpc	200	0	-0	destination	node4	32044	11562580	94332.75	1
2025-02-06 09:08:03	frontend	adservice	grpc	200	4	-0	destination	node4	9	890	302.1	0
2025-02-06 09:08:03	frontend	checkoutservice	grpc	200	0	-0	destination	node4	32059	8575240	2759745.5	1
2025-02-06 09:08:03	frontend	adservice	grpc	200	0	-0	destination	node4	513490	61349872.5	1061660.7	1
2025-02-06 09:08:03	loadgenerator	frontend	http	200		DC	destination	node3	3	3150	8050	0
2025-02-06 09:08:03	checkoutservice	paymentservice	grpc	200	2	UC	destination	node5	2	270	3205	0
2025-02-06 09:08:03	checkoutservice	paymentservice	grpc	200	0	-0	destination	node5	32061	4972475	231601.55	1
2025-02-06 09:08:03	frontend	checkoutservice	grpc	200	13	-0	destination	node4	234	61850	91568.5	0
2025-02-06 09:08:03	frontend	cartservice	grpc	200	0	-0	destination	node1	803101	116858475	4390796.3	1
2025-02-06 09:08:03	checkoutservice	paymentservice	grpc	200	14	UC	destination	node5	6	810	68600	0
2025-02-06 09:08:03	frontend	productcatalogservice	grpc	200	0	-0	destination	node5	4176198	519217904	4708306.05	1
2025-02-06 09:08:03	checkoutservice	currencyservice	grpc	200	14	UC	destination	node2	1	115	235	0
2025-02-06 09:08:03	frontend	currencyservice	grpc	200	14	UF	destination	node2	152	12849	39.85	0
2025-02-06 09:08:03	frontend	cartservice	grpc	0		DR	destination	node1	13	1755	53.75	0
2025-02-06 09:08:03	frontend	recommendationservice	grpc	200	0	-0	destination	node1	641313	113058880	7145269.15	1
2025-02-06 09:08:03	checkoutservice	currencyservice	grpc	200	0	-0	destination	node2	111002	14991650	383945.6	1
2025-02-06 09:08:04	frontend	shippingservice	grpc	0		DR	destination	node2	1	135	0	0
2025-02-06 09:08:04	checkoutservice	paymentservice	grpc	200	0	-0	destination	node5	32061	4972475	231601.55	1
2025-02-06 09:08:04	frontend	recommendationservice	grpc	0		DR	destination	node1	11	1815	16.65	0
2025-02-06 09:08:04	checkoutservice	paymentservice	grpc	200	2	UC	destination	node5	2	270	3205	0
2025-02-06 09:08:04	frontend	cartservice	grpc	200	0	-0	destination	node1	803101	116858475	4390796.3	1
2025-02-06 09:08:04	frontend	shippingservice	grpc	200	0	-0	destination	node2	192510	27495162.5	269120.9	1
2025-02-06 09:08:04	checkoutservice	productcatalogservice	grpc	200	0	-0	destination	node5	78800	9938750	87597.55	1
2025-02-06 09:08:04	frontend	currencyservice	grpc	200	0	-0	destination	node2	2612642	340379625	10668073.35	1
2025-02-06 09:08:04	loadgenerator	frontend	http	200		DC	destination	node3	3	3150	8050	0
2025-02-06 09:08:04	frontend	currencyservice	grpc	200	2	UC	destination	node2	30	5270	236795	0
2025-02-06 09:08:04	checkoutservice	cartservice	grpc	200	0	-0	destination	node1	64354	9332160	330577.3	1
2025-02-06 09:08:04	frontend	adservice	grpc	200	0	-0	destination	node4	513490	61349872.5	1061660.7	1
2025-02-06 09:08:04	frontend	checkoutservice	grpc	200	0	-0	destination	node4	32059	8575240	2759745.5	1
2025-02-06 09:08:04	frontend	currencyservice	grpc	200	14	UC	destination	node2	27	2965	138069	0
2025-02-06 09:08:04	loadgenerator	frontend	http	200		-0	destination	node3	738445	802169850	83835138.5	1
2025-02-06 09:08:04	recommendationservice	productcatalogservice	grpc	200	0	-0	destination	node5	641472	77977972	785266	1
2025-02-06 09:08:04	checkoutservice	currencyservice	grpc	200	14	UF	destination	node2	14	1330	3.15	0
2025-02-06 09:08:04	frontend	currencyservice	grpc	0		DR	destination	node2	8	1660	49.55	0
2025-02-06 09:08:04	frontend	recommendationservice	grpc	200	0	-0	destination	node1	641313	113058880	7145269.15	1
2025-02-06 09:08:04	loadgenerator	frontend	http	302		-0	destination	node3	160884	184997050	2589589.5	0
2025-02-06 09:08:04	frontend	currencyservice	grpc	200	14	UF	destination	node2	152	12849	39.85	0
2025-02-06 09:08:04	checkoutservice	emailservice	grpc	200	0	-0	destination	node4	32044	11562580	94332.75	1
2025-02-06 09:08:04	checkoutservice	currencyservice	grpc	200	0	-0	destination	node2	111002	14991650	383945.6	1
2025-02-06 09:08:04	checkoutservice	currencyservice	grpc	200	14	UC	destination	node2	1	115	235	0
2025-02-06 09:08:04	frontend	adservice	grpc	0		DR	destination	node4	315	42495	545.8	0
2025-02-06 09:08:04	frontend	checkoutservice	grpc	200	13	-0	destination	node4	234	61850	91568.5	0
2025-02-06 09:08:04	frontend	productcatalogservice	grpc	200	0	-0	destination	node5	4176198	519217904	4708306.05	1
2025-02-06 09:08:04	checkoutservice	paymentservice	grpc	200	14	UC	destination	node5	6	810	68600	0
2025-02-06 09:08:04	checkoutservice	shippingservice	grpc	200	0	-0	destination	node2	64333	13706425	79463.9	1
2025-02-06 09:08:04	checkoutservice	paymentservice	grpc	200	14	UF	destination	node5	7	775	4.2	0
2025-02-06 09:08:04	loadgenerator	frontend	http	500		-0	destination	node3	813	955050	728003.45	0
2025-02-06 09:08:04	frontend	cartservice	grpc	0		DR	destination	node1	13	1755	53.75	0
2025-02-06 09:08:04	frontend	adservice	grpc	200	4	-0	destination	node4	9	890	302.1	0
2025-02-06 09:08:04	frontend	productcatalogservice	grpc	0		DR	destination	node5	22	2740	73.65	0
2025-02-06 09:08:05	frontend	adservice	grpc	0		DR	destination	node4	315	42495	545.8	0
2025-02-06 09:08:05	frontend	cartservice	grpc	0		DR	destination	node1	13	1755	53.75	0
2025-02-06 09:08:05	loadgenerator	frontend	http	200		-0	destination	node3	738445	802169850	83835138.5	1
2025-02-06 09:08:05	checkoutservice	currencyservice	grpc	200	14	UC	destination	node2	1	115	235	0
2025-02-06 09:08:05	checkoutservice	cartservice	grpc	200	0	-0	destination	node1	64354	9332160	330577.3	1
2025-02-06 09:08:05	frontend	recommendationservice	grpc	200	0	-0	destination	node1	641313	113058880	7145269.15	1
2025-02-06 09:08:05	loadgenerator	frontend	http	500		-0	destination	node3	813	955050	728003.45	0
2025-02-06 09:08:05	frontend	shippingservice	grpc	200	0	-0	destination	node2	192510	27495162.5	269120.9	1
2025-02-06 09:08:05	checkoutservice	paymentservice	grpc	200	2	UC	destination	node5	2	270	3205	0
2025-02-06 09:08:05	frontend	adservice	grpc	200	0	-0	destination	node4	513490	61349872.5	1061660.7	1
2025-02-06 09:08:05	frontend	checkoutservice	grpc	200	0	-0	destination	node4	32059	8575240	2759745.5	1
2025-02-06 09:08:05	frontend	adservice	grpc	200	4	-0	destination	node4	9	890	302.1	0
2025-02-06 09:08:05	checkoutservice	paymentservice	grpc	200	0	-0	destination	node5	32061	4972475	231601.55	1
2025-02-06 09:08:05	frontend	currencyservice	grpc	200	0	-0	destination	node2	2612642	340379625	10668073.35	1
2025-02-06 09:08:05	frontend	productcatalogservice	grpc	0		DR	destination	node5	22	2740	73.65	0
2025-02-06 09:08:05	checkoutservice	emailservice	grpc	200	0	-0	destination	node4	32044	11562580	94332.75	1
2025-02-06 09:08:05	frontend	currencyservice	grpc	200	14	UF	destination	node2	152	12849	39.85	0
2025-02-06 09:08:05	frontend	currencyservice	grpc	0		DR	destination	node2	8	1660	49.55	0
2025-02-06 09:08:05	frontend	productcatalogservice	grpc	200	0	-0	destination	node5	4176198	519217904	4708306.05	1
2025-02-06 09:08:05	checkoutservice	shippingservice	grpc	200	0	-0	destination	node2	64333	13706425	79463.9	1
2025-02-06 09:08:05	checkoutservice	paymentservice	grpc	200	14	UC	destination	node5	6	810	68600	0
2025-02-06 09:08:05	frontend	checkoutservice	grpc	200	13	-0	destination	node4	234	61850	91568.5	0
2025-02-06 09:08:05	frontend	shippingservice	grpc	0		DR	destination	node2	1	135	0	0
2025-02-06 09:08:05	frontend	recommendationservice	grpc	0		DR	destination	node1	11	1815	16.65	0
2025-02-06 09:08:05	checkoutservice	productcatalogservice	grpc	200	0	-0	destination	node5	78800	9938750	87597.55	1
2025-02-06 09:08:05	frontend	currencyservice	grpc	200	2	UC	destination	node2	30	5270	236795	0
2025-02-06 09:08:05	loadgenerator	frontend	http	200		DC	destination	node3	3	3150	8050	0
2025-02-06 09:08:05	frontend	currencyservice	grpc	200	14	UC	destination	node2	27	2965	138069	0
2025-02-06 09:08:05	checkoutservice	paymentservice	grpc	200	14	UF	destination	node5	7	775	4.2	0
2025-02-06 09:08:05	recommendationservice	productcatalogservice	grpc	200	0	-0	destination	node5	641472	77977972	785266	1
2025-02-06 09:08:05	checkoutservice	currencyservice	grpc	200	14	UF	destination	node2	14	1330	3.15	0
2025-02-06 09:08:05	checkoutservice	currencyservice	grpc	200	0	-0	destination	node2	111002	14991650	383945.6	1
2025-02-06 09:08:05	frontend	cartservice	grpc	200	0	-0	destination	node1	803101	116858475	4390796.3	1
2025-02-06 09:08:05	loadgenerator	frontend	http	302		-0	destination	node3	160884	184997050	2589589.5	0
2025-02-06 09:08:06	frontend	shippingservice	grpc	200	0	-0	destination	node2	192510	27495162.5	269120.9	1
2025-02-06 09:08:06	frontend	checkoutservice	grpc	200	0	-0	destination	node4	32059	8575240	2759745.5	1
2025-02-06 09:08:06	frontend	cartservice	grpc	200	0	-0	destination	node1	803101	116858475	4390796.3	1
2025-02-06 09:08:06	checkoutservice	productcatalogservice	grpc	200	0	-0	destination	node5	78800	9938750	87597.55	1
2025-02-06 09:08:06	checkoutservice	paymentservice	grpc	200	0	-0	destination	node5	32061	4972475	231601.55	1
2025-02-06 09:08:06	frontend	currencyservice	grpc	200	14	UF	destination	node2	152	12849	39.85	0
2025-02-06 09:08:06	frontend	recommendationservice	grpc	200	0	-0	destination	node1	641613	113108555	7154850.95	1
2025-02-06 09:08:06	frontend	productcatalogservice	grpc	200	0	-0	destination	node5	4176198	519217904	4708306.05	1
2025-02-06 09:08:06	frontend	currencyservice	grpc	200	2	UC	destination	node2	30	5270	236795	0
2025-02-06 09:08:06	frontend	currencyservice	grpc	200	14	UC	destination	node2	27	2965	138069	0
2025-02-06 09:08:06	checkoutservice	currencyservice	grpc	200	0	-0	destination	node2	111002	14991650	383945.6	1
2025-02-06 09:08:06	frontend	adservice	grpc	0		DR	destination	node4	315	43595	548.95	0
2025-02-06 09:08:06	frontend	checkoutservice	grpc	200	13	-0	destination	node4	234	61850	91568.5	0
2025-02-06 09:08:06	checkoutservice	cartservice	grpc	200	0	-0	destination	node1	64354	9332160	330577.3	1
2025-02-06 09:08:06	checkoutservice	paymentservice	grpc	200	2	UC	destination	node5	2	270	3205	0
2025-02-06 09:08:06	loadgenerator	frontend	http	200		DC	destination	node3	3	3150	8050	0
2025-02-06 09:08:06	loadgenerator	frontend	http	200		-0	destination	node3	738445	802169850	83835138.5	1
2025-02-06 09:08:06	frontend	adservice	grpc	200	0	-0	destination	node4	513740	61378180	1062140.9	1
2025-02-06 09:08:06	loadgenerator	frontend	http	500		-0	destination	node3	813	955050	728003.45	0
2025-02-06 09:08:06	checkoutservice	paymentservice	grpc	200	14	UC	destination	node5	6	810	68600	0
2025-02-06 09:08:06	frontend	recommendationservice	grpc	0		DR	destination	node1	11	1815	16.65	0
2025-02-06 09:08:06	frontend	cartservice	grpc	0		DR	destination	node1	13	1755	53.75	0
2025-02-06 09:08:06	frontend	currencyservice	grpc	200	0	-0	destination	node2	2612642	340379625	10668073.35	1
2025-02-06 09:08:06	frontend	shippingservice	grpc	0		DR	destination	node2	1	135	0	0
2025-02-06 09:08:06	frontend	adservice	grpc	200	4	-0	destination	node4	9	890	302.1	0
2025-02-06 09:08:06	checkoutservice	currencyservice	grpc	200	14	UC	destination	node2	1	115	235	0
2025-02-06 09:08:06	frontend	productcatalogservice	grpc	0		DR	destination	node5	22	2740	73.65	0
2025-02-06 09:08:06	checkoutservice	emailservice	grpc	200	0	-0	destination	node4	32065	11569790	94391.8	1
2025-02-06 09:08:06	frontend	currencyservice	grpc	0		DR	destination	node2	8	1660	49.55	0
2025-02-06 09:08:06	loadgenerator	frontend	http	302		-0	destination	node3	160884	184997050	2589589.5	0
2025-02-06 09:08:06	checkoutservice	shippingservice	grpc	200	0	-0	destination	node2	64333	13706425	79463.9	1
2025-02-06 09:08:06	checkoutservice	paymentservice	grpc	200	14	UF	destination	node5	7	775	4.2	0
2025-02-06 09:08:06	checkoutservice	currencyservice	grpc	200	14	UF	destination	node2	14	1330	3.15	0
2025-02-06 09:08:06	recommendationservice	productcatalogservice	grpc	200	0	-0	destination	node5	641472	77977972	785266	1
2025-02-06 09:08:07	loadgenerator	frontend	http	200		-0	destination	node3	738445	802169850	83835138.5	1
2025-02-06 09:08:07	loadgenerator	frontend	http	302		-0	destination	node3	160884	184997050	2589589.5	0
2025-02-06 09:08:07	frontend	adservice	grpc	200	4	-0	destination	node4	9	890	302.1	0
2025-02-06 09:08:07	checkoutservice	paymentservice	grpc	200	2	UC	destination	node5	2	270	3205	0
2025-02-06 09:08:07	checkoutservice	cartservice	grpc	200	0	-0	destination	node1	64354	9332160	330577.3	1
2025-02-06 09:08:07	frontend	cartservice	grpc	200	0	-0	destination	node1	803101	116858475	4390796.3	1
2025-02-06 09:08:07	loadgenerator	frontend	http	500		-0	destination	node3	813	955050	728003.45	0
2025-02-06 09:08:07	frontend	adservice	grpc	200	0	-0	destination	node4	513740	61378180	1062140.9	1
2025-02-06 09:08:07	loadgenerator	frontend	http	200		DC	destination	node3	3	3150	8050	0
2025-02-06 09:08:07	frontend	shippingservice	grpc	0		DR	destination	node2	1	135	0	0
2025-02-06 09:08:07	frontend	currencyservice	grpc	200	14	UC	destination	node2	27	2965	138069	0
2025-02-06 09:08:07	checkoutservice	currencyservice	grpc	200	14	UF	destination	node2	14	1330	3.15	0
2025-02-06 09:08:07	frontend	recommendationservice	grpc	0		DR	destination	node1	11	1815	16.65	0
2025-02-06 09:08:07	checkoutservice	currencyservice	grpc	200	0	-0	destination	node2	111057	14998695	384094.8	1
2025-02-06 09:08:07	frontend	checkoutservice	grpc	200	0	-0	destination	node4	32059	8575240	2759745.5	1
2025-02-06 09:08:07	checkoutservice	productcatalogservice	grpc	200	0	-0	destination	node5	78800	9938750	87597.55	1
2025-02-06 09:08:07	checkoutservice	shippingservice	grpc	200	0	-0	destination	node2	64333	13706425	79463.9	1
2025-02-06 09:08:07	frontend	checkoutservice	grpc	200	13	-0	destination	node4	234	61850	91568.5	0
2025-02-06 09:08:07	frontend	currencyservice	grpc	0		DR	destination	node2	8	1660	49.55	0
2025-02-06 09:08:07	frontend	currencyservice	grpc	200	14	UF	destination	node2	152	12849	39.85	0
2025-02-06 09:08:07	frontend	productcatalogservice	grpc	200	0	-0	destination	node5	4176198	519217904	4708306.05	1
2025-02-06 09:08:07	frontend	currencyservice	grpc	200	2	UC	destination	node2	30	5270	236795	0
2025-02-06 09:08:07	frontend	productcatalogservice	grpc	0		DR	destination	node5	22	2740	73.65	0
2025-02-06 09:08:07	checkoutservice	paymentservice	grpc	200	14	UC	destination	node5	6	810	68600	0
2025-02-06 09:08:07	frontend	currencyservice	grpc	200	0	-0	destination	node2	2613889	340540785	10672920.8	1
2025-02-06 09:08:07	checkoutservice	emailservice	grpc	200	0	-0	destination	node4	32065	11569790	94391.8	1
2025-02-06 09:08:07	recommendationservice	productcatalogservice	grpc	200	0	-0	destination	node5	641472	77977972	785266	1
2025-02-06 09:08:07	checkoutservice	paymentservice	grpc	200	0	-0	destination	node5	32061	4972475	231601.55	1
2025-02-06 09:08:07	frontend	shippingservice	grpc	200	0	-0	destination	node2	192510	27495162.5	269120.9	1
2025-02-06 09:08:07	frontend	cartservice	grpc	0		DR	destination	node1	13	1755	53.75	0
2025-02-06 09:08:07	checkoutservice	currencyservice	grpc	200	14	UC	destination	node2	1	115	235	0
2025-02-06 09:08:07	frontend	adservice	grpc	0		DR	destination	node4	315	43595	548.95	0
2025-02-06 09:08:07	checkoutservice	paymentservice	grpc	200	14	UF	destination	node5	7	775	4.2	0
2025-02-06 09:08:07	frontend	recommendationservice	grpc	200	0	-0	destination	node1	641613	113108555	7154850.95	1
2025-02-06 09:08:08	frontend	currencyservice	grpc	200	14	UF	destination	node2	152	12849	39.85	0
2025-02-06 09:08:08	frontend	productcatalogservice	grpc	200	0	-0	destination	node5	4176198	519217904	4708306.05	1
2025-02-06 09:08:08	frontend	currencyservice	grpc	200	2	UC	destination	node2	30	5270	236795	0
2025-02-06 09:08:08	checkoutservice	paymentservice	grpc	200	14	UC	destination	node5	6	810	68600	0
2025-02-06 09:08:08	checkoutservice	paymentservice	grpc	200	0	-0	destination	node5	32061	4972475	231601.55	1
2025-02-06 09:08:08	frontend	cartservice	grpc	0		DR	destination	node1	13	1755	53.75	0
2025-02-06 09:08:08	frontend	checkoutservice	grpc	200	13	-0	destination	node4	234	61850	91568.5	0
2025-02-06 09:08:08	frontend	recommendationservice	grpc	200	0	-0	destination	node1	641613	113108555	7154850.95	1
2025-02-06 09:08:08	frontend	adservice	grpc	0		DR	destination	node4	315	43595	548.95	0
2025-02-06 09:08:08	checkoutservice	cartservice	grpc	200	0	-0	destination	node1	64354	9332160	330577.3	1
2025-02-06 09:08:08	checkoutservice	paymentservice	grpc	200	2	UC	destination	node5	2	270	3205	0
2025-02-06 09:08:08	checkoutservice	productcatalogservice	grpc	200	0	-0	destination	node5	78800	9938750	87597.55	1
2025-02-06 09:08:08	frontend	currencyservice	grpc	200	14	UC	destination	node2	27	2965	138069	0
2025-02-06 09:08:08	frontend	shippingservice	grpc	200	0	-0	destination	node2	192510	27495162.5	269120.9	1
2025-02-06 09:08:08	loadgenerator	frontend	http	200		-0	destination	node3	738445	802169850	83835138.5	1
2025-02-06 09:08:08	frontend	adservice	grpc	200	4	-0	destination	node4	9	890	302.1	0
2025-02-06 09:08:08	loadgenerator	frontend	http	302		-0	destination	node3	160884	184997050	2589589.5	0
2025-02-06 09:08:08	checkoutservice	currencyservice	grpc	200	14	UC	destination	node2	1	115	235	0
2025-02-06 09:08:08	frontend	productcatalogservice	grpc	0		DR	destination	node5	22	2740	73.65	0
2025-02-06 09:08:08	frontend	currencyservice	grpc	200	0	-0	destination	node2	2613889	340540785	10672920.8	1
2025-02-06 09:08:08	checkoutservice	emailservice	grpc	200	0	-0	destination	node4	32065	11569790	94391.8	1
2025-02-06 09:08:08	frontend	currencyservice	grpc	0		DR	destination	node2	8	1660	49.55	0
2025-02-06 09:08:08	checkoutservice	shippingservice	grpc	200	0	-0	destination	node2	64333	13706425	79463.9	1
2025-02-06 09:08:08	checkoutservice	paymentservice	grpc	200	14	UF	destination	node5	7	775	4.2	0
2025-02-06 09:08:08	frontend	shippingservice	grpc	0		DR	destination	node2	1	135	0	0
2025-02-06 09:08:08	checkoutservice	currencyservice	grpc	200	14	UF	destination	node2	14	1330	3.15	0
2025-02-06 09:08:08	frontend	recommendationservice	grpc	0		DR	destination	node1	11	1815	16.65	0
2025-02-06 09:08:08	checkoutservice	currencyservice	grpc	200	0	-0	destination	node2	111057	14998695	384094.8	1
2025-02-06 09:08:08	frontend	checkoutservice	grpc	200	0	-0	destination	node4	32059	8575240	2759745.5	1
2025-02-06 09:08:08	loadgenerator	frontend	http	200		DC	destination	node3	3	3150	8050	0
2025-02-06 09:08:08	recommendationservice	productcatalogservice	grpc	200	0	-0	destination	node5	641472	77977972	785266	1
2025-02-06 09:08:08	loadgenerator	frontend	http	500		-0	destination	node3	813	955050	728003.45	0
2025-02-06 09:08:08	frontend	cartservice	grpc	200	0	-0	destination	node1	803101	116858475	4390796.3	1
2025-02-06 09:08:08	frontend	adservice	grpc	200	0	-0	destination	node4	513740	61378180	1062140.9	1
2025-02-06 09:08:09	frontend	productcatalogservice	grpc	200	0	-0	destination	node5	4176198	519217904	4708306.05	1
2025-02-06 09:08:09	checkoutservice	cartservice	grpc	200	0	-0	destination	node1	64354	9332160	330577.3	1
2025-02-06 09:08:09	frontend	adservice	grpc	0		DR	destination	node4	315	43595	548.95	0
2025-02-06 09:08:09	frontend	recommendationservice	grpc	200	0	-0	destination	node1	641613	113108555	7154850.95	1
2025-02-06 09:08:09	frontend	checkoutservice	grpc	200	13	-0	destination	node4	234	61850	91568.5	0
2025-02-06 09:08:09	frontend	currencyservice	grpc	200	0	-0	destination	node2	2613889	340540785	10672920.8	1
2025-02-06 09:08:09	checkoutservice	shippingservice	grpc	200	0	-0	destination	node2	64333	13706425	79463.9	1
2025-02-06 09:08:09	checkoutservice	paymentservice	grpc	200	14	UF	destination	node5	7	775	4.2	0
2025-02-06 09:08:09	frontend	currencyservice	grpc	200	14	UC	destination	node2	27	2965	138069	0
2025-02-06 09:08:09	checkoutservice	paymentservice	grpc	200	0	-0	destination	node5	32061	4972475	231601.55	1
2025-02-06 09:08:09	checkoutservice	paymentservice	grpc	200	14	UC	destination	node5	6	810	68600	0
2025-02-06 09:08:09	frontend	adservice	grpc	200	0	-0	destination	node4	513740	61378180	1062140.9	1
2025-02-06 09:08:09	frontend	currencyservice	grpc	200	2	UC	destination	node2	30	5270	236795	0
2025-02-06 09:08:09	frontend	cartservice	grpc	200	0	-0	destination	node1	803101	116858475	4390796.3	1
2025-02-06 09:08:09	recommendationservice	productcatalogservice	grpc	200	0	-0	destination	node5	641472	77977972	785266	1
2025-02-06 09:08:09	frontend	adservice	grpc	200	4	-0	destination	node4	9	890	302.1	0
2025-02-06 09:08:09	loadgenerator	frontend	http	500		-0	destination	node3	813	955050	728003.45	0
2025-02-06 09:08:09	frontend	shippingservice	grpc	0		DR	destination	node2	1	135	0	0
2025-02-06 09:08:09	frontend	currencyservice	grpc	200	14	UF	destination	node2	152	12849	39.85	0
2025-02-06 09:08:09	checkoutservice	currencyservice	grpc	200	14	UC	destination	node2	1	115	235	0
2025-02-06 09:08:09	checkoutservice	currencyservice	grpc	200	14	UF	destination	node2	14	1330	3.15	0
2025-02-06 09:08:09	checkoutservice	productcatalogservice	grpc	200	0	-0	destination	node5	78800	9938750	87597.55	1
2025-02-06 09:08:09	frontend	recommendationservice	grpc	0		DR	destination	node1	11	1815	16.65	0
2025-02-06 09:08:09	frontend	checkoutservice	grpc	200	0	-0	destination	node4	32059	8575240	2759745.5	1
2025-02-06 09:08:09	frontend	shippingservice	grpc	200	0	-0	destination	node2	192510	27495162.5	269120.9	1
2025-02-06 09:08:09	checkoutservice	currencyservice	grpc	200	0	-0	destination	node2	111057	14998695	384094.8	1
2025-02-06 09:08:09	loadgenerator	frontend	http	302		-0	destination	node3	160884	184997050	2589589.5	0
2025-02-06 09:08:09	checkoutservice	paymentservice	grpc	200	2	UC	destination	node5	2	270	3205	0
2025-02-06 09:08:09	frontend	productcatalogservice	grpc	0		DR	destination	node5	22	2740	73.65	0
2025-02-06 09:08:09	frontend	currencyservice	grpc	0		DR	destination	node2	8	1660	49.55	0
2025-02-06 09:08:09	loadgenerator	frontend	http	200		-0	destination	node3	738445	802169850	83835138.5	1
2025-02-06 09:08:09	checkoutservice	emailservice	grpc	200	0	-0	destination	node4	32065	11569790	94391.8	1
2025-02-06 09:08:09	loadgenerator	frontend	http	200		DC	destination	node3	3	3150	8050	0
2025-02-06 09:08:09	frontend	cartservice	grpc	0		DR	destination	node1	13	1755	53.75	0
2025-02-06 09:08:10	frontend	productcatalogservice	grpc	200	0	-0	destination	node5	4176198	519217904	4708306.05	1
2025-02-06 09:08:10	frontend	cartservice	grpc	0		DR	destination	node1	13	1755	53.75	0
2025-02-06 09:08:10	frontend	recommendationservice	grpc	200	0	-0	destination	node1	641613	113108555	7154850.95	1
2025-02-06 09:08:10	checkoutservice	paymentservice	grpc	200	14	UF	destination	node5	7	775	4.2	0
2025-02-06 09:08:10	frontend	checkoutservice	grpc	200	0	-0	destination	node4	32059	8575240	2759745.5	1
2025-02-06 09:08:10	checkoutservice	currencyservice	grpc	200	0	-0	destination	node2	111057	14998695	384094.8	1
2025-02-06 09:08:10	recommendationservice	productcatalogservice	grpc	200	0	-0	destination	node5	641472	77977972	785266	1
2025-02-06 09:08:10	frontend	adservice	grpc	200	4	-0	destination	node4	9	890	302.1	0
2025-02-06 09:08:10	frontend	adservice	grpc	200	0	-0	destination	node4	513740	61378180	1062140.9	1
2025-02-06 09:08:10	frontend	currencyservice	grpc	200	0	-0	destination	node2	2613889	340540785	10672920.8	1
2025-02-06 09:08:10	checkoutservice	productcatalogservice	grpc	200	0	-0	destination	node5	78800	9938750	87597.55	1
2025-02-06 09:08:10	frontend	shippingservice	grpc	200	0	-0	destination	node2	192510	27495162.5	269120.9	1
2025-02-06 09:08:10	checkoutservice	paymentservice	grpc	200	14	UC	destination	node5	6	810	68600	0
2025-02-06 09:08:10	frontend	currencyservice	grpc	200	2	UC	destination	node2	30	5270	236795	0
2025-02-06 09:08:10	frontend	checkoutservice	grpc	200	13	-0	destination	node4	234	61850	91568.5	0
2025-02-06 09:08:10	checkoutservice	paymentservice	grpc	200	0	-0	destination	node5	32061	4972475	231601.55	1
